id	title	abstract	labels
1010	迟钝的我与敏锐的她	『前辈，是能看见未来的吧』少女·栉守枣露出喜色满面的笑容，指着我·八冢武宏，如此断言道。『明明岁数比我大，却说出这种小孩子幻想一般的话来是认真的吗？』用着淡定语调提出反驳的妹妹小咏也满脸狐疑的盯着我。承受着这两人的视线，我——总之先喝了口冰咖啡润了润喉咙。没错，确实，我从小就有着「能看到不远的未来」这样奇妙的能力。但是，为什么完全是第三者的枣会知道我的秘密呢……	恋爱 魔法 
1011	再会吧，青春小鸟！	文库注:本书作者中田永一是乙一另一个笔名，为便于查找同一作者作品，文库将作者名标记为乙一。我们站成一排，一起唱歌，歌声嘹亮，冲散乌云，唱吧，高声唱吧，迎向灿烂的明天。长崎县五岛列岛当地初中的合唱团指导老师松山晴子因为生产在即，于是拜托以前的同学、后来离开家乡，前往就读东京音乐大学的柏木老师代课一年。柏木带来极大改变。原本只有女团员的合唱团，加入了许多被她吸引的男同学。此时，每年举办的NHK全国音乐大赛即将到来，该合唱团今年将以「男女混声合唱」的形式参赛。不爱练习的男同学立刻和女同学爆发激烈冲突。由于大赛指定主题为「给15岁的你」，柏木老师因此指定作业，要团员们「写一封信给15年后的自己」。随着白天团练日益磨合，团员默契逐渐升温，虽然这封信不强制完成，也不会公开。这群在偏远离岛成长的男女学生，面对未来，面对多愁善感的十五岁，悄悄在不欲人知的信件中，流露了隐藏在懵懂心底的秘密……	
1012	赛姬的眼泪	「要不要和我两个人一起调查看看？」酷热无比的七月书架，一名少女留下未完成的画，从无人的校舍四楼坠楼身亡。少女的死，被判定为自杀，没有造成多大骚动而静静落幕。她为什么寻思？又为何不得不死？为什么要掀起波澜？为什么要追根究袛？明明——明明又不是我的错。为什么要害我的心情变得这么沉重。但是，我非得回答别人的问题不可。为了没有矛盾。为了让发问的人信服。这是我的义务。「看到活着的吉野彼方最后身影的」我的义务。刻印人心深处的悲恸故事苦涩惆怅的青春物语，就此展开……	校园 侦探 
1013	last savior	为了人类可以继续生存下去，必须打倒天使！这里是西历2140年，在史上最强大残暴的敌人「天使<永恒之塔>」的威猛攻击下，人类数量急速减少，即将面临灭绝的危机。身为高中生的名剃绫月在东京国际展览中心突然遭遇到了一场奇怪的事故将他从2015年的和平世界里穿越到了2140年。在艰难残酷的环境之下心灵虽然动摇，但是仍然赌上了自己的生命和人类的未来，站立于此，挥舞起手中的光辉之剑。为了人类可以继续生存下去，必须打倒天使！前所未有的新次元战斗正式拉开帷幕！	科幻 冒险 格斗 
1014	流行之神 警视厅怪异事件档案0	在东北流传的、隐藏于会把人引向幸福的传说中的事实「毛羽毛现」（芜木统文），官方电影剧本作家团队所写的三篇有名的都市传说「床下的男人」、「passing」（泷本正至）、「清洗尸体的打工」（林直孝），四名小学生纯粹从兴趣出发而开始的仪式的惨剧中，隐藏着令人惊愕的真相……「虚仪式」（山下卓）。日本第一软件呈献的异色恐怖冒险游戏、精选小说登场！	恐怖 冒险 
1015	格斗天王97	庵与京……被宿命的火焰所染红的最后之夏对自己被诅咒的血缘发誓，与京做完全决斗的八神庵；完全不知大蛇的魔手已悄悄接近，而与女友小雪正在享受短暂和平的草剃京；以及，集合在狂热的美国大会中等着做最终决战的好敌手们……。SNK最受欢迎的格斗游戏「K·O·F`97」的小说上集，终于登场了！	格斗 
1016	银魂 3年Z组银八老师	故事舞台转至大江户的平行世界,银魂高中.十分没有身为教育者自觉的校长哈塔和以阪田银八为首的教师们,带领着一批以3年z班为杰出代表的异常学生,欢乐地度过着充满吐糟声的非正常高中时光.欢天喜地的校园喜剧不断上演!是一部银魂官方小说	学园 残念系喜剧 
1017	杀戮轮回 ALL YOU NEED IS KILL	「出击这回事就像段考一样吧？」当敌人的子弹贯穿身体的瞬间，桐谷启二又再度回到出击的前一天。一个距离东京极远且名为「特牛岛」的南方小岛激战区上，一支杂牌军部队不断重复必败的激烈战事，出击、战死、出击、战死──就连死亡都成为每天的例行公事。当这个循环重复第一百五十八次的时候，启二在狼烟四起的战场上和一位女性再度重逢……众所瞩目的新锐作家所描绘出既哀伤又充满奇幻的科幻小说，桐谷启二最后是否能够突破令人绝望的战况，而逃向尚未可见的明天呢！？	动作 科幻 爱情 
1018	我的小规模奇迹	「虽然完全不喜欢你，但我可以跟你交往。相对的，你要好好保护我哦。最理想的情况是，你可以为了保护我而死。」大学的开学典礼，在我与她四目相交不到一秒钟的瞬间，我就爱上她了。第一次跟她说话便告白，但遭到「笨蛋」连发的拒绝。不过没关系，或许她明天会改变心意，所以我隔天、隔天、再隔天都跟她告白。结果，她说虽然不喜欢我，但可以跟我交往──不可以牵手、不可以直呼名字、不可以跟人说她是我女朋友、不可以打电话给她，但是，可以为了保护她而死。	恋爱 
1019	川之光	值得珍爱的生命之光　唤醒久藏心灵的纯真感动平静的河畔生活不再。晚夏，寻求安栖之所的老鼠一家展开冒险。用温和目光投向脚下脉动的世界，一篇温柔传达灵魂触感的故事……	
1020	爱上她的12种方法	这是属于两个男孩，与一个女孩间的故事──认识她以来，我们始终形影不离，一起上课、一起读书、一起喝咖啡、一起煮寿喜烧……不知道为什么，总觉得我一定要跟她更进一步。所以，我向神明祈求，希望这一年内能够找到……不，在这一年内我一定要找到──爱上她的理由。在她的视野里，我并不存在。不管是从身边走过或是在北极冻死，对她而言，都毫无差别。我只是百分之百的陌生人，毫无资格表达出对她的心意。所以，就真正的涵义来说，我喜欢她，但还不算是真的爱上她，谁来告诉我，如何能够爱上她。在这个世界上，会有人一心一意且毫无条件地肯定爱意吗？	恋爱 
1021	我和她的青春辩论	「我从称作人生的比赛中退出了。」「这样不行！」我──新木场高志，孩提时期是个神童，而现在靠著过去努力所学的知识，过著无气力的生活，也就是个「吃老本的人」。我经常享受著在保健室摸鱼的高中生活，却因为一场糟糕的邂逅，认识了全力少女‧向原玲，所有的日常因为她为之一变。我（不由得）开始了每天接到手机来电，帮美少女解决问题的青春生活！为了夺回我美好的灰色高中时光，我和向原的青春辩论（noisygame）就此爆发！	
1022	请杀了我	这是关于一场悲剧的记忆。这是特别订制的杀人事件。日本文坛「中二病」名作。为了异于普通人、变成「特别的存在」，现充派少女与昆虫系男孩跨越同侪阶级之分，共同计划空前绝后、记忆深刻的崭新杀人事件。这是个没人理解我的无趣世界，被同学排挤、失去可信任的朋友，活在自己世界里，只会装模作样的母亲，眼神紧迫我不放的恶心老师……想逃离这一切的渴望愈来愈强，最终，渴望转化成杀意，我想要的是，轰动并被记忆下来的，完美死亡！	
1023	请给我正常的室友	变态×变态×大变态×可爱的变态！！恋味癖的依田涛子、身为女孩子却是重度萝莉控的斋真汐、超虐待狂一杜怜，以及恋物癖的芝原宏树……四名高中男女因为某个理由成了室友，但居所竟然是看似公寓的独栋房屋！？交错的情感在同个屋檐下相互纠缠，最终的去向究竟是──资深恋爱游戏剧本家太田僚，为您献上「变态度400%（本社比例）」的异常系青春恋爱小说！	
1024	黄昏堂便利商店	这间便利商店，买得到世界上一切商品，也能找到不可能买到的东西。据说，当人们在找寻重要的东西时，一定可以发现这里……据说，在日落时刻，走出风早的站前商店街，来到外围老巷口的红色神社牌坊附近，会发现一间不可思议的便利商店。没见过的招牌亮着朱红色灯光，上面写着「黄昏堂」，还有稻穗做为标志。这间便利商店，拥有世界上买得到的一切商品。而且，就连世界上不可能买到的东西，这里也通通找得到。当人们在找寻重要的东西时，一定会发现这里。「黄昏堂」便利商店，就是这样一间不可思议的魔法商店。这次，又有什么样的人，光临这间便利商店呢？本书收录五篇故事，故事的主角都因为某些原因，而无法好好说「再见」。他们在黄昏堂中找回了最重要的东西，也因此让生命中过到的种种疑惑、痛苦、和矛盾，能够慢慢消散，重新找回生命的力量。你，也想找到这间便利商店吗？	
1025	丧女会的不当日常	社团名：「让校园生活更加充实、脱离颓丧的善男善女协会社」目的：歌颂青春！成员：①千种学姐，我亲爱的青春☆傻大姐。②茧，化学实验狂，独占学姐的宠爱，我好嫉妒。③有理，我表妹暨继妹，暴力女。④雏子，挂名社员，重度百合。⑤我，花轮回，拜托不要再把我当女生了。我们「丧女会」不受欢迎、毫无章法，但是还算稳定。直到遇见那名少女，我才知道我们其实一直过着「不当」的日常——	搞笑 校园 
1026	侦探·日暮旅人	这世上，有些东西虽然看不见，却能确实感受到它的存在。一间专门寻找失物的奇妙事务所，一位专门寻找失物的奇妙侦探——日暮旅人，他能借由「观看」寻找到人们遗失的事物，无论那多么渺小，甚至不具形体……来吧！「寻觅」出生命中最温馨感人的片段，刻划那一篇篇只属于自己、渺小却最特别的故事。	
1027	BLEACH Spirits Are Forever With You	空座町出现一名来历不明的假面女子。唐·观音寺发现了她，并把她当作生灵，欲将她超渡成佛，却因而卷入种种异样的纷争之中——「第十一番队」、「破面群」、反叛的「第八代剑八」、「已死的十刃」接连现身……黑崎一护失去力量时的故事，前篇堂堂登场！	神鬼 冒险 奇幻 
